query,query_type,label,cluster,pred
most frequent cause of cardiovascular death,DESCRIPTION,0,-1,2
meaning of name cassidy,DESCRIPTION,0,17,0
what county is seligman az in,LOCATION,3,0,3
what is the macula ks2,DESCRIPTION,0,17,0
what is barter,DESCRIPTION,0,17,0
what causes decrease in penis size,DESCRIPTION,0,-1,0
what is vlookups in excel?,DESCRIPTION,0,17,0
do i keep taking provera when i get my period,DESCRIPTION,0,-1,0
what is bar cost for hotel for open bar,NUMERIC,1,6,1
what's the fastest object in the universe,ENTITY,2,-1,2
what happened at the california gold rush,DESCRIPTION,0,-1,0
what is a calorifier,DESCRIPTION,0,17,0
can fluoxetine hcl cause breathing problems,DESCRIPTION,0,17,0
what strengthens hair roots,DESCRIPTION,0,17,0
how to tell if you have free checked baggage for your flight,DESCRIPTION,0,17,0
what is a e-vis shirt,DESCRIPTION,0,17,0
how long do you cook a 6.6kg turkey,NUMERIC,1,6,1
how does the skeletal system work,DESCRIPTION,0,17,0
what does spectroscopy mean,DESCRIPTION,0,17,0
what does est time stand for,DESCRIPTION,0,17,0
how is amazon delivered ups or usps,DESCRIPTION,0,17,0
mom who killed daughter for dating mexican,PERSON,4,-1,4
epoxy floor cost per square foot,NUMERIC,1,6,1
what to use for bacterial wilt on cucumbers,ENTITY,2,-1,0
war spill the wine meaning,DESCRIPTION,0,-1,0
how soon before a wedding should people rsvp,NUMERIC,1,6,1
impermissible definition,DESCRIPTION,0,17,0
summer flu symptoms,ENTITY,2,10,2
what is a service of public accounting,DESCRIPTION,0,17,0
can straight hair become curly,DESCRIPTION,0,17,0
what are the nutrients in watermelon,ENTITY,2,17,2
what is means testing soc,DESCRIPTION,0,17,0
kim kardashian baby boy due date,NUMERIC,1,-1,1
what does lpc mean in insurance terms,DESCRIPTION,0,17,0
what does the word element cyte mean,DESCRIPTION,0,17,0
the lithosphere consists of  ____________,DESCRIPTION,0,-1,0
why do knees click,DESCRIPTION,0,17,0
how to get newborns to sleep during photoshoot,DESCRIPTION,0,17,0
how much does it cost to build a stone wall,NUMERIC,1,6,1
what is hardware conflict,DESCRIPTION,0,17,0
how many days in man landed on the moon,NUMERIC,1,6,1
how much to re-pave a driveway,NUMERIC,1,6,1
las vegas what age can child stay at home alone,NUMERIC,1,6,1
define honeywell,DESCRIPTION,0,17,0
flexible spending account eligible expenses,NUMERIC,1,6,1
what happens before the supreme court hears oral arguments,DESCRIPTION,0,-1,0
causes of mandible numbness,DESCRIPTION,0,18,0
what is faroese,DESCRIPTION,0,17,0
what happened in 1996 in the united states,DESCRIPTION,0,-1,0
what is sorrel in portuguese,DESCRIPTION,0,17,0
boy did i get a wrong number,NUMERIC,1,-1,0
alcohol enforcement index defined,DESCRIPTION,0,-1,0
when do neural tube defects occur,NUMERIC,1,6,1
melbourne average temperatures by month,NUMERIC,1,6,1
how much does a landscaper make,NUMERIC,1,6,1
jsm ministries phone number,NUMERIC,1,6,1
what is a tubular lock,DESCRIPTION,0,17,0
how long do egg salad last in fridge?,NUMERIC,1,6,1
how many feet should each chicken have in a coop,NUMERIC,1,6,1
how to treat aphids with neem oil extract,DESCRIPTION,0,17,0
is the carolina wolf spider poisonous,DESCRIPTION,0,17,0
definition for judicial activism.,DESCRIPTION,0,17,0
dogs heartworm treatment price,NUMERIC,1,6,1
what is phylinx,DESCRIPTION,0,17,0
is hashimoto disease curable,DESCRIPTION,0,17,0
what is pivotal response treatment,DESCRIPTION,0,17,0
what is thuja occidentalis,DESCRIPTION,0,17,0
does chlorine in water still attract mosquitoes,DESCRIPTION,0,17,0
how long does it take to groe hair,NUMERIC,1,6,1
"what jazz artist recorded, electric relaxation",PERSON,4,-1,4
what is a package boiler,DESCRIPTION,0,17,0
what does tbh stand for?,DESCRIPTION,0,17,0
how long is chemo treatment,NUMERIC,1,6,1
comenity bank ceo ron ostler number,NUMERIC,1,-1,1
healing time after gallbladder removal,DESCRIPTION,0,-1,1
what is cigarette tar called,DESCRIPTION,0,-1,0
passport and card fee,NUMERIC,1,6,1
apa how to quote a sentence in a journal article from a direct quote from another article,DESCRIPTION,0,17,0
where is elmira college located,LOCATION,3,0,3
january is what month related to cities,DESCRIPTION,0,-1,1
future of the left tour 2016 australian,PERSON,4,-1,2
types of tomato plants with leaves,ENTITY,2,-1,2
what is cetirizine hydrochloride,DESCRIPTION,0,17,0
how many netflix movies on different devices,NUMERIC,1,6,1
requirements to become a court clerk,DESCRIPTION,0,-1,0
"what township is wilmette, il",LOCATION,3,0,3
how to find where somone is buried,DESCRIPTION,0,17,0
how to cook pork sausages,DESCRIPTION,0,17,0
offenses eligible for a ten year parole review setoff in texas,DESCRIPTION,0,-1,2
find out when someone last logged onto exchange powershell,DESCRIPTION,0,-1,0
what is a carden,DESCRIPTION,0,17,0
where did the phrase know it by heart come from,LOCATION,3,0,3
when was the denver art museum opened,NUMERIC,1,6,1
what was real message behind declaratory act?,DESCRIPTION,0,-1,0
do i need a 4wd in st croix usvi,DESCRIPTION,0,-1,0
what is an anchor used for on ship,DESCRIPTION,0,17,0
what is a usb micro b,DESCRIPTION,0,17,0
what is the rent period for redbox,NUMERIC,1,6,1
how long to chill a fridge,NUMERIC,1,6,1
how long does it take to make whipped cream,NUMERIC,1,6,1
what makes someone academic/ non academic,DESCRIPTION,0,17,0
is upset stomach a flu symptom,DESCRIPTION,0,17,0
what creates an orbit,DESCRIPTION,0,17,0
what album is new way by joe diffie,ENTITY,2,-1,2
what does feels like temperature mean,DESCRIPTION,0,17,0
what are hydrates,DESCRIPTION,0,17,0
what is buddytv,DESCRIPTION,0,17,0
how many questions are you allowed to miss on the california motorcycle permit test?,NUMERIC,1,6,1
most expensive places in the world dublin,LOCATION,3,0,3
how do screech owls mate,DESCRIPTION,0,17,0
does provera cause sadness,DESCRIPTION,0,17,0
what is the anterior and posterior portions called in the body,DESCRIPTION,0,17,0
who made the game marco polo,PERSON,4,3,4
average salary by certification,NUMERIC,1,6,1
what states have legalized recreational marijuana?,LOCATION,3,-1,3
what is lyrical dance?,DESCRIPTION,0,17,0
whooping cough symptoms older child,ENTITY,2,-1,2
what is an educational culture,DESCRIPTION,0,17,0
how many litres of alcohol in 25 litres of tomato wash,NUMERIC,1,6,1
what is the guayabera history,DESCRIPTION,0,17,0
when did phantom of the opera turn into a musical,NUMERIC,1,6,1
how big is a human spleen,NUMERIC,1,6,1
what are the four constraints on the president's ability to plan a program,DESCRIPTION,0,-1,0
wget script windows,DESCRIPTION,0,-1,0
how many beds does providence hospital mobile have,NUMERIC,1,6,1
how to graduate number one,DESCRIPTION,0,17,0
what county is hales corners wi in,LOCATION,3,0,3
when is whooping cough vaccine given,NUMERIC,1,6,1
how to cancel medicare coverage los angeles county,DESCRIPTION,0,17,0
what is the difference between jail and prison time,DESCRIPTION,0,17,0
earlham college number of football scholarships,NUMERIC,1,-1,1
what time zone is montgomery county indiana in,LOCATION,3,0,3
what is party shuffle,DESCRIPTION,0,17,0
how can precession influence cliimate change,DESCRIPTION,0,17,0
what is torque multiplied by angular momentum,DESCRIPTION,0,-1,0
does tuberculosis cause comas?,DESCRIPTION,0,17,0
uninstall ie 11 windows 7,DESCRIPTION,0,-1,0
when was aluminum invented,NUMERIC,1,6,1
symptoms caffeine overdose sweating,ENTITY,2,10,2
is olaf in moana,DESCRIPTION,0,-1,0
who is prepared insurance in florida,PERSON,4,3,4
what does the infinity symbol symbolizes,DESCRIPTION,0,17,0
refreshment definition,DESCRIPTION,0,17,0
meaning forward curve exhaust fan,DESCRIPTION,0,-1,0
who in an organization is responsible for quality quizlet,PERSON,4,3,4
what if duchess of cambridge has twins,DESCRIPTION,0,-1,0
how much does dementia care at home per month cost,NUMERIC,1,6,1
why do leg wounds take longer to heal,DESCRIPTION,0,17,0
how does talking to someone help psychologically,DESCRIPTION,0,17,0
how old is ernest borgnine,NUMERIC,1,6,1
golden globes entry cost,NUMERIC,1,6,1
causes of blood blister in throat,DESCRIPTION,0,18,0
can an antigen be an antibody,DESCRIPTION,0,17,0
angel falls is located in which country,LOCATION,3,0,3
what is c diff symptoms,ENTITY,2,17,0
capish definition,DESCRIPTION,0,17,0
aspiration definition,DESCRIPTION,0,17,0
how much to footballers get paid in division 1,NUMERIC,1,6,1
weather in fairview,DESCRIPTION,0,5,0
what is a carton box,DESCRIPTION,0,17,0
heat pump temperature limits,NUMERIC,1,6,1
how to check surface pro 3 warranty with serial number,DESCRIPTION,0,17,0
what protein structure is hemoglobin,DESCRIPTION,0,-1,2
what does the comprehensive metabolic panel test for,DESCRIPTION,0,17,0
strands of blood in urine,DESCRIPTION,0,-1,0
germination time for coleus,NUMERIC,1,-1,1
when was the greek mythology time period,NUMERIC,1,6,1
is the asthenosphere a solid or a liquid,DESCRIPTION,0,17,0
definition of streaming media,DESCRIPTION,0,17,0
hotels in rancho bernardo california,PERSON,4,-1,3
what is bicycling in Utah called,DESCRIPTION,0,17,0
what is pretzel syndrome,DESCRIPTION,0,17,0
what are lipids made of,ENTITY,2,17,0
how to set up employee files,DESCRIPTION,0,17,0
how many octopus heart chambers,NUMERIC,1,6,1
is gypsum a clastic sedimentary rock,DESCRIPTION,0,17,0
what is the gene that gets mutated called,ENTITY,2,-1,2
what is the voltage of a charged battery,NUMERIC,1,6,1
which airport is clt?,LOCATION,3,0,3
Sildenafil citrate is the generic name for a drug used to treat,ENTITY,2,-1,2
what does rainfall mean,DESCRIPTION,0,17,0
what is medicare part t,DESCRIPTION,0,17,0
what is the date of the first day of spring in california,NUMERIC,1,-1,1
what does the name galen mean,DESCRIPTION,0,17,0
what is a gossan,DESCRIPTION,0,17,0
where was the malibu castle and showboat fun center,LOCATION,3,0,3
what is atopic basis,DESCRIPTION,0,17,0
who plays rick grimes walking dead,PERSON,4,3,4
does your account for cfwv expire?,DESCRIPTION,0,-1,0
calories in an indian meal,NUMERIC,1,6,1
how to delete shortcut on movil from messenger,DESCRIPTION,0,17,0
patient first berea phone number,NUMERIC,1,6,1
was ayn rand from a rich family in russia,DESCRIPTION,0,-1,0
how did the framers intend the bill of rights to limit federal/state government's power to infringe on the rights and liberties of citizens,DESCRIPTION,0,17,0
how long to. oil an egg,NUMERIC,1,6,1
why are viruses called obligate intracellular parasites quizlet,DESCRIPTION,0,17,0
what is epia,DESCRIPTION,0,17,0
how many chromosomes are in a somatic cell in a human,NUMERIC,1,6,1
how high is the bungee bridge in jeffreys bay,NUMERIC,1,6,1
at what age do i take off my children from health insurance,NUMERIC,1,6,1
what were egyptian pyramids made of,ENTITY,2,-1,2
how many branches in the warrant officer corps,NUMERIC,1,6,1
why is it important to understand ethics in regard to the scientific process?,DESCRIPTION,0,17,0
how effective is hpso insurance,DESCRIPTION,0,-1,0
what is an ammonite,DESCRIPTION,0,17,0
population of hickman county ky,NUMERIC,1,6,1
who is the governor in sweet home alabama,PERSON,4,3,4
does ra cause hypercalcemia,DESCRIPTION,0,17,0
who is joe walsh,PERSON,4,3,4
what is a limited health service organization,DESCRIPTION,0,-1,0
which mineral did ancient people use to make statues because of its hardness?,ENTITY,2,-1,2
when is your first payment due for va loan,NUMERIC,1,6,1
how long does it take to roast 390g lamb rump,NUMERIC,1,6,1
how old do be to work at verizon,NUMERIC,1,6,1
how many sex chromosomes are in a human gamete quizlet,NUMERIC,1,6,1
what salaries are considered poverty level,NUMERIC,1,-1,1
who sings the song goodnight irene,PERSON,4,3,4
do shorts have a time limit,NUMERIC,1,-1,0
what does realm for men smell like,DESCRIPTION,0,-1,0
where is the land between the two great rivers,LOCATION,3,0,3
how to renew cna license early,DESCRIPTION,0,17,0
the number of senators from each state is determined by,NUMERIC,1,-1,1
why is my urine frothy,DESCRIPTION,0,17,0
what is lacquering,DESCRIPTION,0,17,0
most compact toaster oven,DESCRIPTION,0,-1,0
how to search in array in perl,DESCRIPTION,0,17,0
what is mitral regurgitation,DESCRIPTION,0,17,0
what is rap poetry,DESCRIPTION,0,17,0
why the death penalty should be kept,DESCRIPTION,0,-1,0
a function of cholesterol that does not harm health is its role _____,DESCRIPTION,0,-1,0
do you think the vamps are players,DESCRIPTION,0,-1,0
how much of a deposit do you need for a house uk,NUMERIC,1,6,1
what does torn mean,DESCRIPTION,0,17,0
how far is it from somerset kentucky to lexington ky,NUMERIC,1,6,1
which state borders more states,LOCATION,3,0,3
age of empires marienburg,NUMERIC,1,-1,0
what ray finned bony fish contribute to the ecosystem,ENTITY,2,-1,2
what's difference between whiskey and bourbon,DESCRIPTION,0,17,0
is foodborne illness contagious,DESCRIPTION,0,17,0
how does physical education help your everyday life,DESCRIPTION,0,17,0
model number lookup carrier chillers,NUMERIC,1,-1,1
what is pitch on airplane seat,DESCRIPTION,0,17,0
what is it pmo,DESCRIPTION,0,17,0
causes of frequent poops,DESCRIPTION,0,18,0
cast of bad teacher,PERSON,4,2,4
what is rad,DESCRIPTION,0,17,0
how long do i cook lamb chops on the stove,NUMERIC,1,6,1
what is impressionism compared to post impressionism,DESCRIPTION,0,17,0
what is a direct object,DESCRIPTION,0,17,0
weight lifting restrictions at work,NUMERIC,1,-1,1
why the reactions of the calvin cycle are also referred to as light independent reactions,DESCRIPTION,0,-1,0
direct express balance inquiry number,NUMERIC,1,6,1
average salary of a pta in duluth mn,NUMERIC,1,6,1
sigma 6 definition,DESCRIPTION,0,17,0
which fungus causes the most common life-threatening infection in aids patients,ENTITY,2,-1,2
what is a jib in a lift?,DESCRIPTION,0,17,0
what are the main elements present on mars,ENTITY,2,17,0
how many people travel each year,NUMERIC,1,6,1
who invented the first computer invented,PERSON,4,3,4
does autozone install batteries?,DESCRIPTION,0,17,0
what was the plant life in the cambrian period,ENTITY,2,-1,0
how long does bbq steak last in refrigerator,NUMERIC,1,6,1
can back problems cause pain and numbness in my feet,DESCRIPTION,0,17,0
where does the mississippi river end up,LOCATION,3,0,3
hulu customer service billing phone number,NUMERIC,1,6,1
what is franklin ma zip code,NUMERIC,1,6,1
what properties does hydrogen chloride have,DESCRIPTION,0,-1,0
what is power save mode on dell monitor,DESCRIPTION,0,17,0
goals of using automation,DESCRIPTION,0,-1,0
what is a porg,DESCRIPTION,0,17,0
how much time should students have between classes,NUMERIC,1,6,1
how to graduate rutgers,DESCRIPTION,0,17,0
which of the following composers was not a member of the venetian school of the sixteenth century?,PERSON,4,-1,4
similarities between dna and rna,DESCRIPTION,0,-1,0
what is qa banking,DESCRIPTION,0,17,0
most popular comic books,ENTITY,2,-1,2
how to clean norwex cloths,DESCRIPTION,0,17,0
what does mhi stand for,DESCRIPTION,0,17,0
advice how to become a housing association landlord,DESCRIPTION,0,-1,0
what type of college is wright state,DESCRIPTION,0,-1,2
is there a vaccine for lassa fever,DESCRIPTION,0,-1,0
what county is bellmore ny,LOCATION,3,0,3
how do i add money to my paypal account with a debit card,DESCRIPTION,0,17,0
bald mountain trailhead uinta mountains,ENTITY,2,-1,3
what fuel powers megaships,DESCRIPTION,0,-1,2
where is abbeville louisiana,LOCATION,3,0,3
how many protein bars should i eat a day,NUMERIC,1,6,1
what is posterior glenoid exostosis,DESCRIPTION,0,17,0
how long do shingles spots last,NUMERIC,1,6,1
screenwriting how do new screenwriters get wga minimums,DESCRIPTION,0,-1,0
dr gary dines npi number,NUMERIC,1,6,1
how long can the gov't collect on a student loan,NUMERIC,1,6,1
what is french cuffs cotton,DESCRIPTION,0,17,0
how long does it take for a background check for fast food?,NUMERIC,1,6,1
cvs vaccine price,NUMERIC,1,6,1
how to add color to text in discord,DESCRIPTION,0,17,0
did lou gehrig have als,DESCRIPTION,0,-1,0
how to cook thick pork loin rib chops,DESCRIPTION,0,17,0
hereditary eye diseases that cause blindness,ENTITY,2,-1,2
what is a gartel,DESCRIPTION,0,17,0
canadian gas price in us dollars,NUMERIC,1,6,1
when was hoover dam built,NUMERIC,1,6,1
KODAK ALL IN ONE ERROR CODE 3501,NUMERIC,1,-1,1
what is bencher,DESCRIPTION,0,17,0
why was season 3 lifw with la toya not renewed,DESCRIPTION,0,-1,0
